drugbank_id	drugbank_name	pubchem_id	stitch_id_flat	umls_cui_from_label	method	concept_name	meddra_type	umls_cui_from_meddra	meddra_name
DB00035	Desmopressin	27991	CID100027991	C0025323	text_mention	Menorrhagia	PT	C0025323	Menorrhagia
DB00035	Desmopressin	27991	CID100027991	C0027424	text_mention	Nasal congestion (finding)	PT	C0027424	Nasal congestion
DB00035	Desmopressin	27991	CID100027991	C0028734	NLP_indication	Nocturia	PT	C0028734	Nocturia
DB00035	Desmopressin	27991	CID100027991	C0032617	NLP_indication	Polyuria	PT	C0032617	Polyuria
DB00035	Desmopressin	27991	CID100027991	C0032617	NLP_indication	Polyuria	PT	C1167965	Urine output increased
DB00035	Desmopressin	27991	CID100027991	C0035459	text_mention	Rhinitis, Atrophic	PT	C0035459	Rhinitis atrophic
DB00035	Desmopressin	27991	CID100027991	C0042023	text_mention	Increased frequency of micturition	PT	C0042023	Pollakiuria
DB00035	Desmopressin	27991	CID100027991	C0042974	NLP_indication	von Willebrand Disease	PT	C0042974	Von Willebrand's disease
DB00035	Desmopressin	27991	CID100027991	C0043251	text_mention	Wounds and Injuries	PT	C3263723	Injury
DB00035	Desmopressin	27991	CID100027991	C0085602	NLP_indication	Polydipsia	PT	C0085602	Polydipsia
DB00035	Desmopressin	27991	CID100027991	C0162283	NLP_indication	Nephrogenic Diabetes Insipidus	PT	C0162283	Nephrogenic diabetes insipidus
DB00035	Desmopressin	27991	CID100027991	C0240412	text_mention	Muscle hematoma	PT	C0151702	Muscle haemorrhage
DB00035	Desmopressin	27991	CID100027991	C0270327	NLP_indication	Bedwetting	PT	C0014394	Enuresis
DB00035	Desmopressin	27991	CID100027991	C0549376	text_mention	Plasma osmolality decreased	PT	C0853755	Blood osmolarity decreased
DB00035	Desmopressin	27991	CID100027991	C0687720	NLP_indication	Central Diabetes Insipidus	PT	C0011848	Diabetes insipidus
DB00035	Desmopressin	27991	CID100027991	C0848232	NLP_indication	Nocturnal polyuria	PT	C0028734	Nocturia
DB00035	Desmopressin	27991	CID100027991	C0919923	text_mention	Nasal mucosa atrophy	PT	C0919923	Nasal mucosa atrophy
DB00035	Desmopressin	27991	CID100027991	C1260880	text_mention	Rhinorrhea	PT	C0027441	Nasopharyngitis
DB00035	Desmopressin	27991	CID100027991	C1260880	text_mention	Rhinorrhea	PT	C1260880	Rhinorrhoea
DB00035	Desmopressin	27991	CID100027991	C2228139	NLP_indication	Primary nocturnal enuresis	PT	C0014394	Enuresis
DB00035	Desmopressin	27991	CID100027991	C2748540	text_mention	Mucosal bleeding	PT	C0854375	Mucosal haemorrhage
DB00035	Desmopressin	27991	CID100027991	C3263723	text_mention	Traumatic injury	PT	C3263723	Injury
DB00050	Cetrorelix	25074886	CID125074886	C0025320	NLP_indication	Menopause	PT	C0025320	Menopause
DB00050	Cetrorelix	25074886	CID125074886	C1140680	NLP_precondition	Malignant neoplasm of ovary	PT	C1140680	Ovarian cancer
DB00091	Cyclosporine	2909	CID100002909	C0003873	NLP_indication	Rheumatoid Arthritis	PT	C0003873	Rheumatoid arthritis
DB00091	Cyclosporine	2909	CID100002909	C0003873	NLP_indication	Rheumatoid Arthritis	PT	C0003864	Arthritis
DB00091	Cyclosporine	2909	CID100002909	C0011615	NLP_indication	Dermatitis, Atopic	PT	C0011615	Dermatitis atopic
DB00091	Cyclosporine	2909	CID100002909	C0017665	text_mention	Membranous glomerulonephritis	PT	C0017665	Glomerulonephritis membranous
DB00091	Cyclosporine	2909	CID100002909	C0018129	NLP_indication	Graft Rejection	PT	C0018129	Transplant rejection
DB00091	Cyclosporine	2909	CID100002909	C0018133	NLP_indication	Graft-vs-Host Disease	PT	C0018133	Graft versus host disease
DB00091	Cyclosporine	2909	CID100002909	C0021368	text_mention	Inflammation	PT	C0021368	Inflammation
DB00091	Cyclosporine	2909	CID100002909	C0022575	text_mention	Keratoconjunctivitis Sicca	PT	C0314719	Dry eye
DB00091	Cyclosporine	2909	CID100002909	C0027721	NLP_indication	Lipoid nephrosis	PT	C1704320	Glomerulonephritis minimal lesion
DB00091	Cyclosporine	2909	CID100002909	C0027726	NLP_precondition	Nephrotic Syndrome	PT	C0027726	Nephrotic syndrome
DB00091	Cyclosporine	2909	CID100002909	C0033860	NLP_indication	Psoriasis	PT	C0033860	Psoriasis
DB00091	Cyclosporine	2909	CID100002909	C0042164	NLP_indication	Uveitis	PT	C0042164	Uveitis
DB00091	Cyclosporine	2909	CID100002909	C0042167	NLP_indication	Uveitis, Posterior	PT	C0008526	Choroiditis
DB00091	Cyclosporine	2909	CID100002909	C0178664	text_mention	Glomerulosclerosis (disorder)	PT	C0178664	Glomerulosclerosis
DB00091	Cyclosporine	2909	CID100002909	C0268731	NLP_indication	Renal glomerular disease	PT	C0268731	Glomerulonephropathy
DB00091	Cyclosporine	2909	CID100002909	C0403397	text_mention	Steroid-resistant nephrotic syndrome	PT	C0027726	Nephrotic syndrome
DB00091	Cyclosporine	2909	CID100002909	C0406317	NLP_precondition	Plaque psoriasis	PT	C0033860	Psoriasis
DB00104	Octreotide	54373	CID100054373	C0000833	text_mention	Abscess	PT	C0000833	Abscess
DB00104	Octreotide	54373	CID100054373	C0001206	NLP_indication	Acromegaly	PT	C0001206	Acromegaly
DB00104	Octreotide	54373	CID100054373	C0001339	text_mention	Pancreatitis acute	PT	C0001339	Pancreatitis acute
DB00104	Octreotide	54373	CID100054373	C0003862	text_mention	Arthralgia	PT	C0948594	Musculoskeletal discomfort
DB00104	Octreotide	54373	CID100054373	C0003862	text_mention	Arthralgia	PT	C0003862	Arthralgia
DB00104	Octreotide	54373	CID100054373	C0007095	NLP_indication	Carcinoid Tumor	PT	C0007095	Carcinoid tumour
DB00104	Octreotide	54373	CID100054373	C0007286	NLP_indication	Carpal Tunnel Syndrome	PT	C0007286	Carpal tunnel syndrome
DB00104	Octreotide	54373	CID100054373	C0011991	NLP_indication	Diarrhea	PT	C0011991	Diarrhoea
DB00104	Octreotide	54373	CID100054373	C0011993	text_mention	Vipoma	PT	C0011993	Vipoma
DB00104	Octreotide	54373	CID100054373	C0014132	NLP_precondition	Endocrine Gland Neoplasms	PT	C0014132	Endocrine neoplasm
DB00104	Octreotide	54373	CID100054373	C0015672	NLP_indication	Fatigue	PT	C0015672	Fatigue
DB00104	Octreotide	54373	CID100054373	C0015672	NLP_indication	Fatigue	PT	C0004093	Asthenia
DB00104	Octreotide	54373	CID100054373	C0016382	NLP_indication	Flushing	PT	C0016382	Flushing
DB00104	Octreotide	54373	CID100054373	C0017150	text_mention	Gastrinoma	PT	C0017150	Gastrinoma
DB00104	Octreotide	54373	CID100054373	C0017689	text_mention	Glucagonoma	PT	C0017689	Glucagonoma
DB00104	Octreotide	54373	CID100054373	C0018681	NLP_indication	Headache	PT	C0018681	Headache
DB00104	Octreotide	54373	CID100054373	C0019080	NLP_indication	Hemorrhage	PT	C0019080	Haemorrhage
DB00104	Octreotide	54373	CID100054373	C0019080	NLP_indication	Hemorrhage	PT	C0518015	Haemoglobin
DB00104	Octreotide	54373	CID100054373	C0020458	NLP_indication	Hyperhidrosis disorder	PT	C0020458	Hyperhidrosis
DB00104	Octreotide	54373	CID100054373	C0020541	text_mention	Hypertension, Portal	PT	C0020541	Portal hypertension
DB00104	Octreotide	54373	CID100054373	C0020615	NLP_indication	Hypoglycemia	PT	C0020615	Hypoglycaemia
DB00104	Octreotide	54373	CID100054373	C0020621	NLP_indication	Hypokalemia	PT	C0020621	Hypokalaemia
DB00104	Octreotide	54373	CID100054373	C0021670	text_mention	insulinoma	PT	C0021670	Insulinoma
DB00104	Octreotide	54373	CID100054373	C0021843	text_mention	Intestinal Obstruction	PT	C0021843	Intestinal obstruction
DB00104	Octreotide	54373	CID100054373	C0024586	NLP_precondition	Malignant Carcinoid Syndrome	PT	C0024586	Carcinoid syndrome
DB00104	Octreotide	54373	CID100054373	C0027627	text_mention	Neoplasm Metastasis	PT	C0027627	Metastasis
DB00104	Octreotide	54373	CID100054373	C0027651	NLP_indication	Neoplasms	PT	C0027651	Neoplasm
DB00104	Octreotide	54373	CID100054373	C0030290	text_mention	Pancreatic Fistula	PT	C0030290	Pancreatic fistula
DB00104	Octreotide	54373	CID100054373	C0030554	NLP_indication	Paresthesia	PT	C0030554	Paraesthesia
DB00104	Octreotide	54373	CID100054373	C0032000	text_mention	Pituitary Adenoma	PT	C0496901	Pituitary tumour benign
DB00104	Octreotide	54373	CID100054373	C0032787	text_mention	Postoperative Complications	PT	C1141930	Post procedural complication
DB00104	Octreotide	54373	CID100054373	C0038999	NLP_indication	Swelling	PT	C0038999	Swelling
DB00104	Octreotide	54373	CID100054373	C0040100	text_mention	Thymoma	PT	C0040100	Thymoma
DB00104	Octreotide	54373	CID100054373	C0043515	text_mention	Zollinger-Ellison syndrome	PT	C0017150	Gastrinoma
DB00104	Octreotide	54373	CID100054373	C0155789	NLP_precondition	Bleeding esophageal varices	PT	C0155789	Oesophageal varices haemorrhage
DB00104	Octreotide	54373	CID100054373	C0206754	NLP_indication	Neuroendocrine Tumors	PT	C0206754	Neuroendocrine tumour
DB00104	Octreotide	54373	CID100054373	C0239182	NLP_indication	Watery diarrhoea	PT	C0011991	Diarrhoea
DB00104	Octreotide	54373	CID100054373	C0243026	text_mention	Sepsis	PT	C0243026	Sepsis
DB00104	Octreotide	54373	CID100054373	C0346647	text_mention	Malignant neoplasm of pancreas	PT	C0235974	Pancreatic carcinoma
DB00104	Octreotide	54373	CID100054373	C2609266	NLP_indication	Gastroesophageal varices	PT	C0014867	Varices oesophageal
DB00125	L-Arginine	232	CID100000232	C0001206	text_mention	Acromegaly	PT	C0001206	Acromegaly
DB00125	L-Arginine	232	CID100000232	C0001430	text_mention	Adenoma	PT	C0001430	Adenoma benign
DB00125	L-Arginine	232	CID100000232	C0010276	text_mention	Craniopharyngioma	PT	C0010276	Craniopharyngioma
DB00125	L-Arginine	232	CID100000232	C0013338	text_mention	Pituitary dwarfism	PT	C0013336	Dwarfism
DB00125	L-Arginine	232	CID100000232	C0017547	text_mention	Gigantism	PT	C0017547	Gigantism
DB00125	L-Arginine	232	CID100000232	C0043251	text_mention	Wounds and Injuries	PT	C3263723	Injury
DB00125	L-Arginine	232	CID100000232	C0221347	NLP_precondition	Acrocyanosis	PT	C0010520	Cyanosis
DB00125	L-Arginine	232	CID100000232	C0242343	text_mention	Panhypopituitarism	PT	C0020635	Hypopituitarism
DB00125	L-Arginine	232	CID100000232	C0858734	text_mention	Insulin hypoglycemia	PT	C0020615	Hypoglycaemia
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0011849	text_mention	Diabetes Mellitus	PT	C0011849	Diabetes mellitus
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0020557	text_mention	Hypertriglyceridemia	PT	C0853692	Blood triglycerides increased
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0020557	text_mention	Hypertriglyceridemia	PT	C0020557	Hypertriglyceridaemia
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0020676	text_mention	Hypothyroidism	PT	C0020676	Hypothyroidism
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0028754	text_mention	Obesity	PT	C0028754	Obesity
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0030305	text_mention	Pancreatitis	PT	C0030305	Pancreatitis
DB00132	Alpha-Linolenic Acid	56842239	CID156842239	C0043096	text_mention	Body Weight decreased	PT	C0043096	Weight decreased
DB00136	Calcitriol	2524	CID100002524	C0005944	NLP_indication	Metabolic Bone Disorder	PT	C0005944	Bone metabolism disorder
DB00136	Calcitriol	2524	CID100002524	C0016658	text_mention	Fracture	PT	C0016655	Multiple fractures
DB00136	Calcitriol	2524	CID100002524	C0016658	text_mention	Fracture	PT	C0016658	Fracture
DB00136	Calcitriol	2524	CID100002524	C0020503	NLP_indication	Hyperparathyroidism, Secondary	PT	C0020503	Hyperparathyroidism secondary
DB00136	Calcitriol	2524	CID100002524	C0020598	NLP_indication	Hypocalcemia	PT	C0020598	Hypocalcaemia
DB00136	Calcitriol	2524	CID100002524	C0020626	NLP_indication	Hypoparathyroidism	PT	C0020626	Hypoparathyroidism
DB00136	Calcitriol	2524	CID100002524	C0022661	NLP_indication	Kidney Failure, Chronic	PT	C0022661	Renal failure chronic
DB00136	Calcitriol	2524	CID100002524	C0029405	text_mention	Osteitis Fibrosa Cystica	PT	C0029405	Brown tumour
DB00136	Calcitriol	2524	CID100002524	C0029405	text_mention	Osteitis Fibrosa Cystica	PT	C1262165	High turnover osteopathy
DB00136	Calcitriol	2524	CID100002524	C0029453	text_mention	Osteopenia	PT	C0029453	Osteopenia
DB00136	Calcitriol	2524	CID100002524	C0029456	NLP_indication	Osteoporosis	PT	C0029456	Osteoporosis
DB00136	Calcitriol	2524	CID100002524	C0029458	NLP_precondition	Osteoporosis, Postmenopausal	PT	C0029458	Osteoporosis postmenopausal
DB00136	Calcitriol	2524	CID100002524	C0033806	NLP_indication	Pseudohypoparathyroidism	PT	C0033806	Pseudohypoparathyroidism
DB00136	Calcitriol	2524	CID100002524	C0035086	text_mention	Renal Osteodystrophy	PT	C0035086	Renal osteodystrophy
DB00136	Calcitriol	2524	CID100002524	C0264009	text_mention	Osteodystrophy	PT	C0264009	Osteodystrophy
DB00136	Calcitriol	2524	CID100002524	C0748089	text_mention	PTH high	PT	C0853023	Blood parathyroid hormone increased
DB00136	Calcitriol	2524	CID100002524	C1533591	text_mention	Calcification	PT	C0006663	Calcinosis
DB00136	Calcitriol	2524	CID100002524	C1704375	NLP_indication	Hypophosphatemic Rickets	PT	C1704375	Hypophosphataemic rickets
DB00152	Thiamine	1130	CID100001130	C0003123	text_mention	Anorexia	PT	C0232462	Decreased appetite
DB00152	Thiamine	1130	CID100001130	C0004134	text_mention	Ataxia	PT	C0004134	Ataxia
DB00152	Thiamine	1130	CID100001130	C0005122	NLP_indication	Beriberi	PT	C0039841	Vitamin B1 deficiency
DB00152	Thiamine	1130	CID100001130	C0007222	text_mention	Cardiovascular Diseases	PT	C0007222	Cardiovascular disorder
DB00152	Thiamine	1130	CID100001130	C0009421	text_mention	Comatose	PT	C0009421	Coma
DB00152	Thiamine	1130	CID100001130	C0013604	text_mention	Edema	PT	C0013604	Oedema
DB00152	Thiamine	1130	CID100001130	C0015967	text_mention	Fever	PT	C0015967	Body temperature increased
DB00152	Thiamine	1130	CID100001130	C0018801	text_mention	Heart failure	PT	C0018801	Cardiac failure
DB00152	Thiamine	1130	CID100001130	C0020550	text_mention	Hyperthyroidism	PT	C0020550	Hyperthyroidism
DB00152	Thiamine	1130	CID100001130	C0021831	text_mention	Intestinal Diseases	PT	C0017178	Gastrointestinal disorder
DB00152	Thiamine	1130	CID100001130	C0023895	text_mention	Liver diseases	PT	C0151763	Hepatocellular injury
DB00152	Thiamine	1130	CID100001130	C0023895	text_mention	Liver diseases	PT	C0023895	Liver disorder
DB00152	Thiamine	1130	CID100001130	C0023895	text_mention	Liver diseases	PT	C0239571	Foetor hepaticus
DB00152	Thiamine	1130	CID100001130	C0024523	text_mention	Malabsorption Syndrome	PT	C0024523	Malabsorption
DB00152	Thiamine	1130	CID100001130	C0027497	text_mention	Nausea	PT	C0027497	Nausea
DB00152	Thiamine	1130	CID100001130	C0027813	text_mention	Neuritis	PT	C0027813	Neuritis
DB00152	Thiamine	1130	CID100001130	C0027813	text_mention	Neuritis	PT	C0031117	Neuropathy peripheral
DB00152	Thiamine	1130	CID100001130	C0028738	text_mention	Nystagmus	PT	C0028738	Nystagmus
DB00152	Thiamine	1130	CID100001130	C0029089	text_mention	Ophthalmoplegia	PT	C0029089	Ophthalmoplegia
DB00152	Thiamine	1130	CID100001130	C0029089	text_mention	Ophthalmoplegia	PT	C0028866	IIIrd nerve paralysis
DB00152	Thiamine	1130	CID100001130	C0031117	text_mention	Peripheral Neuropathy	PT	C0031117	Neuropathy peripheral
DB00152	Thiamine	1130	CID100001130	C0039841	NLP_indication	Thiamine Deficiency	PT	C0039841	Vitamin B1 deficiency
DB00152	Thiamine	1130	CID100001130	C0042963	text_mention	Vomiting	PT	C0042963	Vomiting
DB00152	Thiamine	1130	CID100001130	C0043121	text_mention	Wernicke Encephalopathy	PT	C0043121	Wernicke's encephalopathy
DB00152	Thiamine	1130	CID100001130	C0085584	text_mention	Encephalopathies	PT	C0085584	Encephalopathy
DB00152	Thiamine	1130	CID100001130	C0234985	text_mention	Mental deterioration	PT	C1306341	Mental disability
DB00152	Thiamine	1130	CID100001130	C0743971	text_mention	Chronic fever	PT	C0015967	Body temperature increased
DB00153	Ergocalciferol	3249	CID100003249	C0020626	NLP_indication	Hypoparathyroidism	PT	C0020626	Hypoparathyroidism
DB00153	Ergocalciferol	3249	CID100003249	C0035579	text_mention	Rickets	PT	C0035579	Rickets
DB00153	Ergocalciferol	3249	CID100003249	C0085682	text_mention	Hypophosphatemia	PT	C0085682	Hypophosphataemia
DB00153	Ergocalciferol	3249	CID100003249	C2363065	text_mention	Vitamin D-resistant rickets	PT	C3536983	Rickets familial hypophosphataemic
DB00153	Ergocalciferol	3249	CID100003249	C3536983	text_mention	Familial Hypophosphatemic Rickets	PT	C3536983	Rickets familial hypophosphataemic
DB00158	Folic Acid	3405	CID100003405	C0002871	NLP_indication	Anemia	PT	C0002871	Anaemia
DB00158	Folic Acid	3405	CID100003405	C0002888	NLP_indication	Anemia, Megaloblastic	PT	C0002888	Anaemia megaloblastic
DB00158	Folic Acid	3405	CID100003405	C0002892	NLP_precondition	Anemia, Pernicious	PT	C0002892	Pernicious anaemia
DB00158	Folic Acid	3405	CID100003405	C0007570	NLP_indication	Celiac Disease	PT	C0007570	Coeliac disease
DB00158	Folic Acid	3405	CID100003405	C0014544	NLP_precondition	Epilepsy	PT	C0014544	Epilepsy
DB00158	Folic Acid	3405	CID100003405	C0016412	NLP_indication	Folic Acid Deficiency	PT	C0016412	Folate deficiency
DB00159	Icosapent	56842239	CID156842239	C0011849	text_mention	Diabetes Mellitus	PT	C0011849	Diabetes mellitus
DB00159	Icosapent	56842239	CID156842239	C0020557	text_mention	Hypertriglyceridemia	PT	C0853692	Blood triglycerides increased
DB00159	Icosapent	56842239	CID156842239	C0020557	text_mention	Hypertriglyceridemia	PT	C0020557	Hypertriglyceridaemia
DB00159	Icosapent	56842239	CID156842239	C0020676	text_mention	Hypothyroidism	PT	C0020676	Hypothyroidism
DB00159	Icosapent	56842239	CID156842239	C0028754	text_mention	Obesity	PT	C0028754	Obesity
DB00159	Icosapent	56842239	CID156842239	C0030305	text_mention	Pancreatitis	PT	C0030305	Pancreatitis
DB00159	Icosapent	56842239	CID156842239	C0043096	text_mention	Body Weight decreased	PT	C0043096	Weight decreased
DB00162	Vitamin A	1071	CID100001071	C0001144	NLP_indication	Acne Vulgaris	PT	C0702166	Acne
DB00162	Vitamin A	1071	CID100001071	C0003123	text_mention	Anorexia	PT	C0232462	Decreased appetite
DB00162	Vitamin A	1071	CID100001071	C0024523	text_mention	Malabsorption Syndrome	PT	C0024523	Malabsorption
DB00162	Vitamin A	1071	CID100001071	C0027497	text_mention	Nausea	PT	C0027497	Nausea
DB00162	Vitamin A	1071	CID100001071	C0038238	text_mention	Steatorrhea	PT	C0038238	Steatorrhoea
DB00162	Vitamin A	1071	CID100001071	C0042842	NLP_indication	Vitamin A Deficiency	PT	C0042842	Vitamin A deficiency
DB00162	Vitamin A	1071	CID100001071	C0042963	text_mention	Vomiting	PT	C0042963	Vomiting
DB00165	Pyridoxine	1054	CID100001054	C0002871	NLP_indication	Anemia	PT	C0002871	Anaemia
DB00165	Pyridoxine	1054	CID100001054	C0002896	text_mention	Sideroblastic anemia	PT	C0002896	Sideroblastic anaemia
DB00165	Pyridoxine	1054	CID100001054	C0003123	text_mention	Anorexia	PT	C0232462	Decreased appetite
DB00165	Pyridoxine	1054	CID100001054	C0011603	text_mention	Dermatitis	PT	C0011603	Dermatitis
DB00165	Pyridoxine	1054	CID100001054	C0019880	NLP_indication	Homocystinuria	PT	C0019880	Homocystinuria
DB00165	Pyridoxine	1054	CID100001054	C0020500	NLP_indication	Hyperoxaluria	PT	C0020500	Hyperoxaluria
DB00165	Pyridoxine	1054	CID100001054	C0025521	text_mention	Inborn Errors of Metabolism	PT	C0025521	Inborn error of metabolism
DB00165	Pyridoxine	1054	CID100001054	C0027497	text_mention	Nausea	PT	C0027497	Nausea
DB00165	Pyridoxine	1054	CID100001054	C0027813	text_mention	Neuritis	PT	C0027813	Neuritis
DB00165	Pyridoxine	1054	CID100001054	C0027813	text_mention	Neuritis	PT	C0031117	Neuropathy peripheral
DB00165	Pyridoxine	1054	CID100001054	C0036572	text_mention	Seizures	PT	C0036572	Convulsion
DB00165	Pyridoxine	1054	CID100001054	C0042963	text_mention	Vomiting	PT	C0042963	Vomiting
DB00165	Pyridoxine	1054	CID100001054	C0221264	text_mention	Cheilosis	PT	C0221264	Cheilosis
DB00165	Pyridoxine	1054	CID100001054	C0235031	text_mention	Neurologic Symptoms	PT	C0235031	Neurological symptom
DB00165	Pyridoxine	1054	CID100001054	C0936215	NLP_indication	Vitamin B 6 Deficiency	PT	C0936215	Vitamin B6 deficiency
DB00165	Pyridoxine	1054	CID100001054	C1527330	NLP_indication	Pyridoxine Deficiency	PT	C0936215	Vitamin B6 deficiency
DB00169	Cholecalciferol	23682309	CID123682309	C0029456	NLP_indication	Osteoporosis	PT	C0029456	Osteoporosis
DB00169	Cholecalciferol	2735	CID100002735	C0029456	NLP_indication	Osteoporosis	PT	C0029456	Osteoporosis
DB00175	Pravastatin	4889	CID100004889	C0001973	text_mention	Alcoholic Intoxication, Chronic	PT	C0001973	Alcoholism
DB00175	Pravastatin	4889	CID100004889	C0001973	text_mention	Alcoholic Intoxication, Chronic	PT	C0085762	Alcohol abuse
DB00175	Pravastatin	4889	CID100004889	C0002965	NLP_indication	Angina, Unstable	PT	C0002965	Angina unstable
DB00175	Pravastatin	4889	CID100004889	C0002965	NLP_indication	Angina, Unstable	PT	C0002962	Angina pectoris
DB00175	Pravastatin	4889	CID100004889	C0004153	NLP_indication	Atherosclerosis	PT	C0003850	Arteriosclerosis
DB00175	Pravastatin	4889	CID100004889	C0007222	NLP_indication	Cardiovascular Diseases	PT	C0007222	Cardiovascular disorder
DB00175	Pravastatin	4889	CID100004889	C0007273	text_mention	Carotid Artery Diseases	PT	C0007273	Carotid artery disease
DB00175	Pravastatin	4889	CID100004889	C0007787	text_mention	Transient Ischemic Attack	PT	C0007787	Transient ischaemic attack
DB00175	Pravastatin	4889	CID100004889	C0010054	text_mention	Coronary Arteriosclerosis	PT	C0010054	Arteriosclerosis coronary artery
DB00175	Pravastatin	4889	CID100004889	C0010068	NLP_indication	Coronary heart disease	PT	C1956346	Coronary artery disease
DB00175	Pravastatin	4889	CID100004889	C0011849	text_mention	Diabetes Mellitus	PT	C0011849	Diabetes mellitus
DB00175	Pravastatin	4889	CID100004889	C0020443	NLP_indication	Hypercholesterolemia	PT	C0020443	Hypercholesterolaemia
DB00175	Pravastatin	4889	CID100004889	C0020445	text_mention	Hypercholesterolemia, Familial	PT	C0745103	Type IIa hyperlipidaemia
DB00175	Pravastatin	4889	CID100004889	C0020445	text_mention	Hypercholesterolemia, Familial	PT	C0020445	Type II hyperlipidaemia
DB00175	Pravastatin	4889	CID100004889	C0020473	text_mention	Hyperlipidemia	PT	C0020473	Hyperlipidaemia
DB00175	Pravastatin	4889	CID100004889	C0020476	text_mention	Hyperlipoproteinemias	PT	C0020473	Hyperlipidaemia
DB00175	Pravastatin	4889	CID100004889	C0020479	NLP_indication	Hyperlipoproteinemia Type III	PT	C0020479	Type III hyperlipidaemia
DB00175	Pravastatin	4889	CID100004889	C0020538	text_mention	Hypertensive disease	PT	C0020538	Hypertension
DB00175	Pravastatin	4889	CID100004889	C0020676	text_mention	Hypothyroidism	PT	C0020676	Hypothyroidism
DB00175	Pravastatin	4889	CID100004889	C0023895	text_mention	Liver diseases	PT	C0151763	Hepatocellular injury
DB00175	Pravastatin	4889	CID100004889	C0023895	text_mention	Liver diseases	PT	C0023895	Liver disorder
DB00175	Pravastatin	4889	CID100004889	C0023895	text_mention	Liver diseases	PT	C0239571	Foetor hepaticus
DB00175	Pravastatin	4889	CID100004889	C0025322	text_mention	Premature Menopause	PT	C0025322	Premature menopause
DB00175	Pravastatin	4889	CID100004889	C0027051	NLP_indication	Myocardial Infarction	PT	C0027051	Myocardial infarction
DB00175	Pravastatin	4889	CID100004889	C0027051	NLP_indication	Myocardial Infarction	PT	C0948089	Acute coronary syndrome
DB00175	Pravastatin	4889	CID100004889	C0027726	text_mention	Nephrotic Syndrome	PT	C0027726	Nephrotic syndrome
DB00175	Pravastatin	4889	CID100004889	C0038454	NLP_indication	Cerebrovascular accident	PT	C0038454	Cerebrovascular accident
DB00175	Pravastatin	4889	CID100004889	C0085096	text_mention	Peripheral Vascular Diseases	PT	C0085096	Peripheral vascular disorder
DB00175	Pravastatin	4889	CID100004889	C0241863	text_mention	Diabetic	PT	C0011849	Diabetes mellitus
