PUBCHEM_SID,Canonical_Smiles,CDK7,CDK8,CDK9,CHEK1,CLK2,CSF1R,CSNK1A1,DAPK3,DYRK1A,DYRK1B,FGFR1,FLT1,FLT3,FYN,GPRK5,GSK3A,GSK3B,IGF1R,IKBKE,JAK2,JAK3,KDR,LCK,LIMK1,LRRK2,LTK,MAP2K1,MAP2K2,MAP4K2,MAP4K4,MAPK14,MAPK8,MAPK9,MST1R,NEK2,NTRK1,NTRK2,NTRK3,PAK4,PDGFRA,PDGFRB,PIM1,PRKAA1,PRKACA,PRKCN,PRKCQ,PRKX,PTK2,RET,ROCK1,RPS6KA3,STK12,STK6,TAO1,TBK1,TYRO3,CLK4,MET,CDC2L6,ITK,PLK1,PLK4,PIM3,AKT1,AKT2,AKT3,INSR,PLK3,EGFR,ERBB2,FGFR3,KIT,PIM2,PTK6,TYK2,HCK,MAP3K10,ROCK2,SGK,CAMKK2,MAPK10,MARK3,MARK4,MELK,ROS1,SIK2,STK3,BLK,CAMK1,CAMK2D,CAMK2G,CDC42BPA,CDC7,CDK2,CHEK2,CSNK1G1,CSNK1G2,CSNK1G3,HIPK2,IRAK1,IRAK4,MAPK1,MINK,MKNK2,NEK4,PDPK1,PHKG2,PKN2,PRKCD,PRKCG,PRKD2,RPS6KA5,RPS6KB1,SRC,STK17A,STK22B,STK22D,CDC2,CSNK2A1,DYRK3,HIPK4,KIAA1811,MAPKAPK2,PAK1,PRKCI,FRK,MAP4K5,TOPK,FER,SLK,CAMK2B,CSNK1D,DCAMKL1,DYRK4,EPHA2,ERBB4,MAPK12,MAPK13,MAPKAPK3,SRPK1,ZAK,MAPKAPK5,MATK,PRKG1,PRKG2,SRMS,AXL,CHUK,FES,FLT4,LYN,MARK2,PRKCZ,PTK2B,SYK,IKBKB,EEF2K,WEE1,BRAF,BMX,RPS6KA4,STK33,PASK,NLK,ALK,BTK,CAMK1D,CAMK2A,CDK5,ABL1,ACK1,ACVR1
103904318,COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(CCO)c5)cc1,NA,NA,NA,5.1,5.1,NA,5.2,5.9,5.2,NA,7.7,NA,NA,8.2,NA,5.1,5.7,NA,NA,NA,NA,8.5,NA,5,NA,NA,NA,NA,5.2,5.7,NA,5.5,5.4,NA,5,7.7,7.6,9.1,5.3,NA,NA,5,5.8,5.1,5,NA,5.8,5.8,NA,5,5.1,NA,5.8,5,NA,5.7,5,8.5,4,NA,5.1,5.4,5.1,5.1,5.1,5,7.6,5.5,NA,NA,5.7,8.8,5.8,NA,NA,NA,NA,5.1,5,NA,NA,5.2,NA,5.8,5.7,NA,7.9,8.9,5.3,5.2,5.2,5,5.9,5.1,5.8,5.2,5.1,5.2,5.5,5.1,5,5.1,5.1,5,5.2,5.4,5.3,5.1,5.1,5.1,5,5.8,5.2,8.1,5.4,5.8,5.8,5.1,5.2,5.2,5.1,5,5.5,5,5.3,7.8,8.6,5,8.2,5.3,5.1,5.1,5,5.1,5.5,5.4,5.2,5.1,5,5.1,5.1,5.8,NA,5.7,5.8,5.8,8.5,NA,5.7,NA,8.8,5.1,5.1,5.8,5.8,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,5,9.6,NA,NA
103904319,CCN(CC)CC#Cc1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,NA,NA,NA,5.1,5.2,7.6,5.3,5.6,5.2,NA,6.2,8.4,6.4,6.1,NA,5.1,5.5,5.9,NA,5.9,5.8,7.7,6,5.1,NA,5.6,NA,NA,6,5.9,NA,5.5,5.9,NA,5.9,5.9,6.1,7.3,5.3,6.6,NA,5.2,5.3,5.1,5.3,NA,5.8,6,7,6.4,5.8,8,6.7,6.8,NA,6,5,6,NA,6.1,5.1,6.6,5.1,5.1,5.1,5,5.5,5.1,5.7,5.8,6,6.6,5.8,5.6,5.7,NA,NA,6.7,5,NA,NA,5.9,NA,5.8,5.7,NA,5.7,5.8,5.4,5.6,5.8,5,5.9,5.2,5.3,5.5,5.5,5.2,5.4,5.1,5,5.1,5.9,5.6,5.5,5.5,5.3,5.1,5.1,5.1,5,7.5,7.3,5.9,5.4,5.8,5.8,5.1,5.2,5.2,7.4,5.3,5.1,5,5.3,7.5,7.3,5,5.7,6.8,5.3,5.1,5,5.1,6.5,5.4,5.2,5.4,5,5.4,5.1,5.8,5.7,5.7,5.8,5.8,8.4,5.4,5.7,7,6.6,6,5.1,5.8,5.7,5.5,5.4,NA,NA,NA,6.9,NA,NA,NA,5.6,6.1,NA,NA,5,6.3,NA,NA
103904320,CCN(CC)CCNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,NA,NA,NA,5.1,5.5,7.8,5.3,5.9,5.2,NA,7.5,9.4,7.3,7.6,NA,5.1,5.5,6.3,NA,6.8,6.4,8.3,8,NA,NA,7.2,NA,NA,7.4,6.5,NA,5.5,5.9,NA,6.9,7.8,8,5.9,5.9,7.9,NA,5.5,5.9,5.1,NA,NA,NA,6.6,8.3,6.9,5.7,NA,7.9,6.8,NA,5.7,5,6.9,NA,7.5,NA,7.4,5.1,5.1,5.1,5,6.7,NA,5.7,5.8,7.6,7.6,5.8,NA,6.1,NA,NA,7.7,5.7,NA,NA,6.3,NA,7.2,NA,NA,6.4,7,6.7,5.9,6,5.1,5.9,5.3,6.3,5.9,5.4,5.2,6.8,5.4,5.1,5.1,7,6.9,5.6,6.1,5.8,5.3,5.1,5.1,6.2,6.3,7.6,7.7,5.4,5.8,5.8,5.1,5.2,NA,8.4,5.3,5.1,5.5,5.7,8.3,NA,NA,6.1,7.5,5.5,5.1,5,5.1,7.7,5.9,5.2,5.5,5,5.1,6.2,5.8,6.6,5.7,5.8,7.6,NA,NA,NA,8.4,8.2,6.3,5.1,6.4,6.1,NA,5.4,NA,NA,NA,NA,NA,NA,NA,6.2,5.9,NA,NA,5,8.6,NA,NA
103904321,Cc1cc2cc(ccc2[nH]1)c3csc4c(cnc(N)c34)c5cccc(c5)S(=O)(=O)C,NA,NA,NA,5.1,5.7,7.4,5.2,5.9,5.3,NA,7.7,8.8,6.1,6.8,NA,5.1,5.2,5.7,NA,5.8,5.8,8.2,5.6,5.6,NA,NA,NA,NA,7.6,7.4,NA,5.5,5.4,NA,7.4,5.6,5.3,NA,5.3,NA,NA,5,5.3,5.1,5.7,NA,6,6,NA,5.9,5.1,6,5.4,5.4,NA,NA,6.4,5.5,4,5.8,5.1,5.4,NA,5.1,5.1,5,5.4,5.1,6.5,5.8,8.3,6.2,5.8,NA,5.7,NA,NA,5.9,5,NA,NA,5.2,NA,5.8,NA,NA,5.4,6.4,5.2,5.2,5.2,5,5.9,5.1,5.3,5.2,5.6,NA,5.5,5.2,5,5.1,7.1,5.4,6,5.4,5.3,5.1,5.1,5.1,5.9,5.7,5.2,5.7,NA,5.8,5.8,5.1,5.2,5.7,5.1,5,5.1,5,NA,NA,7.2,5,NA,6.9,5.1,5.1,5,NA,5.5,5.4,5.2,5.1,5,5.1,5.1,5.8,NA,5.7,5.8,NA,5.9,5.4,NA,7.8,6.3,5.1,5.1,5.8,NA,5.5,5.4,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,5,8.4,NA,NA
103904322,C[C@@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,NA,NA,NA,5.1,5.7,8.5,5.2,5.9,5.2,NA,7.5,9.3,NA,7.6,NA,5.1,5.2,NA,NA,NA,NA,8.3,8.5,5.8,NA,NA,NA,NA,6.9,7,NA,5.5,5.8,NA,7.2,7.1,7,8.4,5.8,NA,NA,5,5.8,5.1,5.6,NA,5.8,6.8,NA,6.5,6.1,NA,8.7,6.2,NA,6.3,5.2,7.9,NA,NA,5.1,7.4,5.1,5.1,5.1,5,6.9,5.6,NA,NA,6.7,7.4,5.8,NA,NA,NA,NA,6.9,5.6,NA,NA,6.2,NA,5.9,6.2,NA,7.5,7.9,5.8,5.3,5.2,5,5.9,5.1,5.8,5.9,5.5,5.2,5.5,5.1,5,5.1,6.5,6,5.6,6,5.3,5.6,5.1,5.1,6.1,5.7,6.7,7.3,5.7,5.8,5.8,5.1,5.2,5.2,6.5,5.6,5.1,5.7,5.4,7.6,NA,5,7.7,7.1,5.1,5.4,5,5.1,7,6.3,5.2,5.2,5,5.2,5.3,5.8,NA,5.7,5.8,6.6,7.7,NA,6.3,NA,8,6.4,5.1,6.3,7.1,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,5,9.1,NA,NA
103904323,Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5ccc(OC(F)F)cc5)cc4)c13,5.4,7.7,5.8,5.5,5.4,8,5.4,5.3,5.7,5.6,7.7,8.6,7.9,7.2,5.4,5.4,5.9,6.3,7.2,5.6,5.3,8.9,8.9,5.5,7.6,7.1,7.3,7,7.7,7.6,6.7,5.4,6,7.5,6.9,7.8,8.4,8.3,5.3,8.6,9.1,5.7,5.8,5.9,5.4,5.6,5.5,7.2,9.2,6.7,6.1,NA,8.8,6.1,5.5,6.9,5.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,7.2,5.9,5.4,5.5,8.8,7.8,7
103904324,CCN(CC)CCCNC(=O)c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(F)c4)cc3,5.7,6.3,5.8,NA,5.4,8.6,5.4,5.3,5.7,5.6,6.8,7.6,6.6,6.3,5.4,5.4,5.5,5.6,6.2,5.6,7.3,8.9,7.4,NA,6,6.1,6,6.4,6.5,5.3,5.6,5.3,5.4,6.6,NA,6.1,6.7,6.5,5.3,8.1,9.4,5.2,5.8,5.9,5.5,5.6,5.6,5.2,7.4,5.9,5.5,8.6,7.7,6.5,5.5,6.7,6,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,7,NA,NA,NA,NA,6.1,5.5,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,5.6,6.2,5.6,5.1,5.5,8.1,5.9,7
103904325,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCCCCCCCCN)c1,6.3,7,6,5.5,5.5,7.4,6.2,5.8,6.1,6.2,6.8,7.2,7.3,6.1,5.6,5.9,6.2,6,6.4,5.8,5.8,8.4,6.5,NA,6.2,6.7,6.3,6.3,6.5,6.1,6,5.7,5.5,6.1,6.4,6.2,6.6,6.5,6.2,7.7,8.1,5.9,5.7,6.7,6.3,6,6.4,6.2,7.5,6.7,6.5,7.3,NA,NA,NA,NA,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,5.9,5.5,6.4,5.7,5.6,5.5,5.3,5.3,5.7,5.5,5.4,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6.9,6.2,5.8,5.9,6.9,6.5,5.5
103904326,C[C@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,5.4,7.3,5.8,5.1,5.3,7.5,5.2,5.6,5.3,5.6,8.1,8.9,7.9,7.6,5.4,5.1,5.4,7,7.6,6,5.6,NA,8.4,5.6,7.2,7.7,6.6,6.5,7.1,7,5.4,5.4,5.5,7.5,7.3,6.8,6.5,8.7,5.3,8.5,9,5.1,5.7,5.3,5.2,5.6,5.7,7.2,8.8,6.9,6.7,NA,8.4,6.6,5.5,7.2,5.2,7.9,4,8.4,5.5,5.5,5.1,5.1,5.1,5,7.6,5.6,NA,NA,7.8,7.9,6,6.5,5.7,NA,NA,7.3,5,NA,NA,5.9,NA,5.8,7,NA,7.3,8.2,5.7,5.2,5.2,5,5.9,5.1,5.8,5.3,5.2,5.4,5.7,5.1,5,5.1,6.6,6.9,5.4,6.1,5.3,5.1,5.1,5.1,6,5.9,7.6,7.4,5.4,5.8,5.8,5.1,5.2,5.2,7.6,5.1,5.1,5.1,5.3,8.2,NA,5,7.9,7.4,5.1,6,5,5.1,7.7,5.9,5.2,5.1,5,5.1,5.6,5.8,6.5,5.7,5.8,6.9,NA,NA,7.3,NA,8.6,6.4,5.1,6.8,7.3,NA,5.4,NA,NA,NA,NA,NA,5.9,NA,7.2,7.7,5.6,5.4,5.1,NA,7.5,6.6
103904327,Nc1nccc2scc(c3ccc(NC(=O)Nc4ccccc4C(F)(F)F)cc3)c12,NA,NA,NA,5.1,5.1,6.7,5.5,5.9,5.2,NA,5.9,6.6,7.9,6.1,NA,5.1,5.2,5.7,NA,5.8,5.8,6,5.7,NA,NA,NA,NA,NA,6,5.3,NA,5.5,5.4,NA,5,5.6,5.5,5.9,5.3,NA,NA,5,5.8,5.1,NA,NA,NA,5.8,5.9,6.1,5.1,8.2,5.8,5.1,NA,5.7,5,5.5,NA,5.8,NA,5.7,5.1,5.1,5.1,5,5.3,NA,5.7,5.8,5.7,5.9,5.8,NA,5.7,NA,NA,5.5,5,NA,NA,5.2,NA,5.8,6.5,NA,5.1,5.8,5.3,5.2,5.2,5,5.9,5.1,5.8,5.2,5.5,5.2,5.5,5.5,5.3,5.1,5.1,5,5.3,5.4,5.3,5.1,5.1,5.1,5,5.7,5.2,5.7,5.4,5.8,5.8,5.1,5.2,NA,5.2,5,5.1,5,5.6,5.6,6.8,NA,5.8,5,5.2,5.8,5,5.1,5.5,5.4,5.2,5.1,5,5.1,5.1,5.8,5.7,5.7,5.8,5.8,6,NA,NA,6.1,5.8,5.1,5.1,5.8,5.8,NA,5.4,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,5,6.2,NA,NA
103904328,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cccc4[nH]ncc34)c1,NA,NA,NA,5.1,NA,8.6,NA,5.9,5.2,NA,5.3,8.4,8.4,6.1,NA,5.1,5.2,6,NA,5.8,5.8,7.5,5.6,5,NA,NA,NA,NA,NA,NA,NA,5.5,5.4,NA,5,5.6,5.3,NA,5.3,NA,NA,5,5,5.1,NA,NA,NA,NA,NA,7.1,5.8,6.5,5.9,NA,NA,NA,NA,5.5,NA,5.8,5.1,5.4,NA,5.5,5.1,5,5.3,5.7,5.7,5.9,5.7,5.9,5.8,NA,6,NA,NA,6.4,5.7,NA,NA,5.2,NA,NA,NA,NA,6.1,5.8,5.1,NA,NA,5,NA,5.1,5,NA,NA,NA,NA,NA,5,5.1,NA,NA,NA,5.4,NA,NA,5.1,5.1,5,NA,6.3,5.3,NA,NA,NA,5.1,5.2,NA,NA,NA,5.1,5,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,5.5,5.5,5.2,5.1,5,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,6.4,5.8,5.1,5.1,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.2,NA,NA
103904329,Cc1ccc(NC(=O)Nc2ccc(cc2)c3coc4ncnc(N)c34)cc1,NA,NA,NA,5.1,5.3,6.3,5.7,5.9,5.2,NA,5.3,7.4,8.8,6.1,NA,5.1,5.3,5.7,NA,5.8,5.8,7.6,7,5.5,NA,NA,NA,NA,6.4,6.4,NA,5.5,5.4,NA,5.9,5.6,5.3,6.8,5.3,NA,NA,5,6,5.1,5,NA,5.8,5.8,7.6,6,5.4,8,5.8,5,NA,5.7,5.5,5.5,5.7,5.8,5.1,6.4,5.1,5.1,5.1,5,5.3,5.9,5.7,5.8,5.7,5.9,5.9,5.6,5.7,NA,NA,5.8,5,NA,NA,5.2,NA,5.8,5.7,NA,6.1,7.5,5.3,5.2,5.2,5,5.9,5.1,5.8,7.7,6.1,5.7,7.3,5.7,5.6,5.1,5.9,6.5,5.7,5.4,5.3,5.1,5.1,5.1,5.1,NA,5.9,5.7,5.4,5.8,5.8,5.3,5.2,5.7,7.3,5,5.1,5,5.3,6.5,8,5,6,6.3,5.1,5.6,5,5.1,5.5,5.4,5.2,5.6,5,5.1,6,5.8,5.7,5.7,5.8,5.8,5.9,NA,5.7,6.2,7.1,5.1,5.1,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,5,6.2,NA,NA
103904330,Cc1cc(C)cc(NC(=O)Nc2ccc3c(CCc4sc5ncnc(N)c5c34)c2)c1,NA,NA,NA,5.2,5.2,7.7,5.2,5.9,5.3,NA,5.3,8,7.5,6.2,NA,5.1,5.8,5.9,NA,5.8,5.8,7.2,5.8,5,NA,NA,NA,NA,5.4,5.4,NA,5.5,5.4,NA,5.1,5.9,6.8,7.5,5.3,NA,NA,5.2,5.5,5.1,5.6,NA,6.1,5.8,6.9,6,6.7,7.5,6.8,5.5,NA,5.7,6.5,5.5,5.5,5.9,5.5,5.7,5.2,5.3,5.3,5,5.3,6.3,5.7,5.8,5.7,5.9,5.8,5.6,5.7,NA,NA,7.5,5,NA,NA,5.6,NA,5.8,5.7,NA,5.1,6.1,5.2,5.2,5.2,5.2,5.9,5.4,5.3,5.5,5.2,5.2,5.5,6.2,5,5.1,5.1,6.5,5.2,5.4,5.8,5.1,5.1,5.1,5,5.7,7.3,5.4,5.7,5.9,5.8,5.1,5.2,5.2,6.5,5.8,5.3,5,5.3,5.8,5.5,5.8,5.8,7.5,5.1,5.1,5,5.4,6.8,5.4,5.2,5.1,5,5.7,5.3,5.8,5.7,5.7,5.8,5.8,8.5,5.4,5.7,6.2,6.2,5.5,5.1,5.8,5.8,6.1,5.4,NA,NA,NA,7,NA,NA,NA,6.8,5.9,NA,NA,5,6.2,NA,NA
103904331,Cc1ccc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)cc1,NA,NA,NA,5.1,5.2,5.6,5.2,5.9,5.2,NA,5.3,6.4,5.6,6.1,NA,5.1,5.2,5.7,NA,5.8,5.8,5.1,6.1,5.3,NA,NA,NA,NA,7.1,7.3,NA,5.5,5.4,NA,5.4,5.6,5.3,5.9,5.3,NA,NA,5,7.2,5.1,5,NA,5.8,5.8,NA,5,6.1,NA,9.2,5.4,NA,5.7,5.3,5.7,NA,5.8,5.1,7.8,5.1,5.1,5.4,5,5.3,5.1,5.7,5.8,5.7,5.9,5.8,5.6,5.7,NA,NA,5.1,5,NA,NA,6,NA,5.8,5.7,NA,6.3,6.9,5.3,6.1,5.6,5.4,5.9,5.1,NA,5.5,5.3,5.2,5.5,5.1,5,5.1,6.6,7.7,5.2,6.8,5.7,5.7,5.1,5.1,5,5.8,NA,5.7,5.4,5.8,5.8,6.2,5.2,5.2,5.1,7.3,5.1,5,5.3,5.6,7,5,5.8,7.4,5.1,5.1,5,5.1,5.5,5.4,5.2,5.1,5,5.4,5.1,5.8,5.7,5.7,5.8,5.8,6.5,NA,5.7,5.2,5.8,6.3,5.1,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,5,6.2,NA,NA
103904332,Cc1cc(C)cc(NC(=O)Nc2ccc(c3cccc4C(=O)NCc34)c(c2)C(F)(F)F)c1,NA,NA,NA,5.1,5.1,5.6,5.2,5.9,5.2,NA,5.3,6.4,6.4,6.1,NA,5.1,5.2,5.7,NA,5.8,5.8,5.5,5.6,NA,NA,NA,NA,NA,5.2,5,NA,5.5,5.5,NA,5,7.1,6.9,5.9,5.3,NA,NA,5,5.8,5.1,NA,NA,NA,5.8,5.9,6.2,5.1,5.4,5.8,5.2,NA,5.7,5,6.5,NA,5.8,NA,5.9,5.1,5.1,5.1,5,5.3,NA,5.7,5.8,5.7,5.9,5.8,NA,5.7,NA,NA,7.4,5,NA,NA,5.2,NA,5.8,6.4,NA,5.1,5.8,5.3,5.2,5.2,5,5.9,5.1,5.8,5.2,5.1,5.2,5.5,5.3,5,5.1,5.1,5,5.2,5.4,5.3,5.1,5.1,5.1,5,5.7,6,5.7,5.4,5.8,5.8,5.1,5.2,NA,5.9,5,5.1,5,5.3,7.5,5.1,NA,5.8,5,5.1,5.1,5,5.1,6.4,5.4,5.2,5.1,5,5.5,5.1,5.8,5.7,5.7,5.8,6.1,7.8,NA,NA,5.4,5.8,5.1,5.1,5.8,5.8,NA,5.4,NA,NA,NA,NA,NA,NA,NA,6.9,5.9,NA,NA,5,6.2,NA,NA
103904333,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cccc4[nH]nc(N)c34)c1,NA,NA,NA,5.1,5.7,8.4,5.2,5.9,5.3,NA,6.1,9.2,8.5,6.1,NA,5.1,5.4,5.9,NA,6,5.9,8.3,5.9,5.4,NA,NA,NA,NA,5.6,5.8,NA,5.5,5.8,NA,5,5.9,6,7.3,5.3,NA,NA,5,5.2,5.6,5.1,NA,5.8,5.8,7,6.7,5.5,7.2,6.6,6,NA,5.7,7.1,6,5.7,5.8,5.1,6.3,5.1,5.1,5.1,5.1,5.6,6,5.7,5.8,5.7,6.7,5.8,5.6,5.9,NA,NA,6.7,6,NA,NA,5.5,NA,5.8,5.7,NA,6.1,6,5.2,5.4,5.3,5,5.9,5.1,5.7,5.2,5.4,5.2,5.5,5.2,6.1,5.1,5.1,5.7,5.2,5.4,5.3,5.3,5.1,5.1,5,6.5,6.3,5.9,5.4,5.8,5.8,5.1,5.4,5.4,7,5.4,5.1,5,5.3,7.5,5.8,5.1,5.9,5.7,5.4,5.3,5,5.1,5.7,5.4,5.2,5.1,5,5.3,5.2,5.8,5.7,6.1,5.8,5.8,6.6,5.4,5.9,7.4,6,5.4,5.1,5.8,5.8,5.5,5.4,NA,NA,NA,7,NA,NA,NA,5.8,5.9,NA,NA,5.3,6.2,NA,NA
103904334,Cc1ccc(c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c4c(N)n[nH]c14,NA,NA,NA,5.1,5.4,7.8,5.2,5.9,5.2,NA,5.8,8.5,7.4,6.1,NA,5.1,5.2,5.9,NA,5.9,5.8,7.7,5.7,5.4,NA,NA,NA,NA,5.5,5.8,NA,5.5,6.1,NA,5,5.9,5.8,7.3,5.3,NA,NA,5.2,5.4,5.1,5.5,NA,6.1,6.2,7,5.4,5.5,7.2,6.4,6.3,NA,5.7,5.2,5.5,6,5.8,5.2,5.9,5.1,5.1,5.1,5,5.3,5.3,5.7,5.8,5.7,6.6,5.8,5.6,5.7,NA,NA,6.1,5.3,NA,NA,5.4,NA,5.8,5.7,NA,5.8,5.9,5.2,5.2,5.2,5.1,5.9,5.2,5.4,5.6,5.5,5.2,5.5,6,5,5.1,5.3,5.5,5.2,5.4,5.5,5.1,5.1,5.1,5,6.6,6.1,5.8,5.4,5.8,5.8,5.1,5.2,5.2,7.5,5.5,5.2,5.1,5.3,7.3,6.9,5.2,5.8,5.5,5.1,5.1,5.3,5.1,5.9,5.4,5.2,5.3,5,5.7,5.1,5.9,5.7,5.7,5.8,5.8,7.3,5.8,5.9,6.7,6,5.5,5.1,5.8,5.8,5.8,5.4,NA,NA,NA,6.7,NA,NA,NA,7.3,5.9,NA,NA,5,6.2,NA,NA
103904335,COc1ccc(c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c4c(N)noc14,NA,NA,NA,5.1,6.1,7.1,5.2,5.9,5.2,NA,5.9,8,7.3,6.5,NA,5.1,5.3,5.9,NA,6.6,5.9,6.9,6.5,5,NA,NA,NA,NA,6.2,5.9,NA,5.5,5.7,NA,5.1,6,6.4,8.3,5.3,NA,NA,5.2,5.2,5.1,5,NA,5.8,7.6,7.8,5.6,6.2,6.5,6.9,5.9,NA,5.7,5.7,5.9,NA,6,5.1,6.3,5.1,5.2,5.1,5,5.3,6.4,5.7,5.8,5.7,6.9,5.8,5.6,5.7,NA,NA,6,5,NA,NA,5.6,NA,5.8,6.2,NA,5.3,6.9,5.3,5.2,5.2,5,5.9,5.1,5.7,5.2,5.1,5.2,5.5,5.1,5,5.1,5.8,6.3,5.2,5.4,5.3,5.1,5.1,5.1,5,6.5,6.8,5.8,5.4,5.8,5.8,5.1,5.2,5.2,7.8,5,5.1,5,5.3,7.7,7.5,5,6.8,6.2,5.1,5.1,5,5.1,6.4,5.6,5.2,5.4,5,5.5,5.1,5.8,6.2,5.7,5.8,5.8,7.8,5.4,6,6.5,6.8,6.1,5.1,6.7,5.9,5.5,5.4,NA,NA,NA,6.8,NA,NA,NA,7.8,6.2,NA,NA,5,6.3,NA,NA
103904336,CCNC(=O)c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(F)c4)cc3,NA,NA,NA,5.1,5.2,7.3,5.2,5.9,5.2,NA,7.9,8.8,NA,7.5,NA,5.1,5.2,NA,NA,5.8,6.6,NA,8.1,5,NA,NA,NA,NA,6.8,6.4,NA,5.5,5.4,NA,6.8,5.9,5.6,7.9,5.3,NA,NA,5,5.8,5.1,5,NA,5.8,5.8,8.5,5.2,5.3,NA,8.7,5.7,NA,6,5,7.9,NA,8.3,5.5,5.5,5.1,5.1,5.1,5,6.5,5.1,NA,NA,7.5,7.6,5.8,5.6,5.7,NA,NA,6.1,5,NA,NA,5.4,NA,5.8,5.7,NA,7.3,7.9,5.3,5.2,5.2,5,5.9,5.1,5.8,5.2,5.1,5.2,5.7,5.1,5,5.1,5.3,5.1,5.2,5.4,5.3,5.1,5.1,5.1,5,5.7,6.1,7,5.4,5.8,5.8,5.1,5.2,5.2,6.4,5,5.1,5,5.3,7.4,NA,5,6.6,7.5,5.1,5.1,5,5.1,6.9,6,5.2,5.1,5,5.1,5.1,5.8,5.7,5.7,5.8,6,8,NA,6.1,NA,8,6.4,5.1,5.8,6.4,NA,5.4,NA,NA,NA,NA,NA,5.8,NA,7.8,7.2,NA,NA,5,NA,NA,NA
